,F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-String,F3-int,F15-NA,F15-public,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126
0,0.39362695510077034,0.1492820945945946,0.003948667324777887,0.02743142144638404,0.0661032468409858,0.03403471317550179,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.2831271789238031,1.0,0.2831271789238031,0.3333333333333333,0.2542223342576254,0.0015621948838117556,0.0
1,0.39362695510077034,0.1492820945945946,0.003948667324777887,0.02743142144638404,0.12080116067346419,0.03403471317550179,0.5955056179775281,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.08333333333333331,1.0,0.3333333333333333,0.26071338542979583,0.0015621948838117556,0.0
2,0.2597074157653101,0.024704391891891893,0.017769002961500493,0.02743142144638404,0.12535803399712087,0.008298823881867357,0.7977528089887641,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6300769844874908,0.3,0.6300769844874908,0.3333333333333333,0.08986639778169903,0.0015621948838117556,0.0
3,0.25169247529375144,0.01731418918918919,0.02764067127344521,0.02743142144638404,0.07541701084030737,0.010528810789851352,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6300769844874908,0.0,0.6300769844874908,0.3333333333333333,0.35656667506932194,0.0015621948838117556,0.0
4,0.46560578943272896,0.22761824324324326,0.009871668311944718,0.0399002493765586,0.10539517357941387,0.027718211628633166,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.3333333333333333,0.37730022687169146,0.1437219293106815,0.0
5,0.24145980857520816,0.0071790540540540545,0.018756169792694965,0.0399002493765586,0.5426284946421314,0.03325541357950125,0.747191011235955,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.3333333333333333,0.014242500630199143,0.1437219293106815,0.0
6,0.2914948253054237,0.06566722972972973,0.006910167818361302,0.054862842892768084,0.05274894121685541,0.006448511944875747,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.34615384615384615,0.6300769844874908,0.34615384615384615,0.6300769844874908,0.0,0.2316612049407613,0.01445030267525874,0.0
7,0.2914948253054237,0.06566722972972973,0.006910167818361302,0.054862842892768084,0.11561126231605853,0.006448511944875747,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6300769844874908,0.3,0.6300769844874908,0.0,0.11513738341315856,0.01445030267525874,0.0
8,0.2914948253054237,0.06566722972972973,0.006910167818361302,0.054862842892768084,0.10758628515445813,0.006448511944875747,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.08333333333333331,1.0,0.0,0.11513738341315856,0.01445030267525874,0.0
9,0.2914948253054237,0.06566722972972973,0.0009871668311944718,0.054862842892768084,0.08686633361746887,0.03202169123206664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.26666666666666666,0.6300769844874908,0.26666666666666666,0.6300769844874908,0.3333333333333333,0.05224350894882783,0.01445030267525874,0.0
10,0.2914948253054237,0.06566722972972973,0.0009871668311944718,0.054862842892768084,0.11848856505187044,0.03202169123206664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.26666666666666666,0.6300769844874908,0.26666666666666666,0.6300769844874908,0.3333333333333333,0.05224350894882783,0.01445030267525874,0.0
11,0.25033071356314684,0.015625,0.0009871668311944718,0.004987531172069825,0.104399060182475,0.049301563356197994,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.47402944026866256,0.5,0.47402944026866256,0.3333333333333333,0.02861104108898412,0.01445030267525874,0.0
12,0.4320286359038207,0.18412162162162163,0.004935834155972359,0.0024937655860349127,0.10756779442367104,0.022091390224225013,0.6629213483146067,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6300769844874908,0.0,0.6300769844874908,0.0,0.3046382656919587,0.0,0.0
