,F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-String,F3-int,F15-NA,F15-public,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126
0,0.1755958128935069,0.002744559890217604,0.003780718336483932,0.014940239043824702,0.08435085627206303,0.070255960722388,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4444444444444444,0.0907925594957986,0.4444444444444444,0.0907925594957986,0.0,0.3053104444087919,0.022007335778592863,0.0
1,0.1755958128935069,0.002744559890217604,0.003780718336483932,0.014940239043824702,0.1539725155371879,0.070255960722388,0.5955056179775281,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.43478260869565216,1.0,0.43478260869565216,1.0,0.0,0.3108187603615167,0.022007335778592863,0.0
2,0.23264707018424813,0.0588119976475201,0.007561436672967864,0.014940239043824702,0.10169113106283423,0.028259886103160922,0.12665985699693563,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
3,0.23264707018424813,0.0588119976475201,0.007561436672967864,0.014940239043824702,0.03420606463443848,0.028259886103160922,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.06451612903225806,1.0,0.06451612903225806,1.0,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
4,0.23264707018424813,0.0588119976475201,0.007561436672967864,0.014940239043824702,0.14314624329742018,0.028259886103160922,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,1.0,0.2,1.0,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
5,0.1755958128935069,0.002744559890217604,0.017958412098298678,0.014940239043824702,0.15979185340296106,0.020721007430195504,0.7977528089887641,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.9154482057674009,0.25,0.9154482057674009,0.0,0.16583774533397508,0.022007335778592863,0.008849557522123894
6,0.17555718644984358,0.01235051950597922,0.02457466918714556,0.014940239043824702,0.10097486602176826,0.02537898850831234,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.015151515151515152,0.9154482057674009,0.015151515151515138,0.9154482057674009,0.0,0.3921600085566073,0.022007335778592863,0.0058997050147492625
7,0.4694657962841361,0.28288570868457164,0.00945179584120983,0.0249003984063745,0.1354086234360568,0.06154442867940542,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15384615384615385,1.0,0.15384615384615385,1.0,0.0,0.40975453232793196,0.0020006668889629873,0.0
8,0.24693885433968094,0.07821995687120173,0.017958412098298678,0.0249003984063745,0.704848630738169,0.07383550399460435,0.747191011235955,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15384615384615385,1.0,0.15384615384615385,1.0,0.0,0.10166319054494893,0.0020006668889629873,0.0
9,0.23550542701533472,0.06273279749068811,0.017013232514177693,0.0249003984063745,0.13397641036530414,0.030165113426620066,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.9154482057674009,0.5,0.9154482057674009,0.5,0.056901438579603184,0.0020006668889629873,0.0
10,0.2966124608907258,0.1325230346990786,0.005671077504725898,0.022908366533864542,0.07437012889489479,0.016036683984713605,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20512820512820512,0.9154482057674009,0.20512820512820512,0.9154482057674009,0.33333333333333337,0.2861650355633991,0.0018339446482160719,0.0
11,0.2966124608907258,0.1325230346990786,0.005671077504725898,0.022908366533864542,0.14867786137978767,0.016036683984713605,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.9154482057674009,0.25,0.9154482057674009,0.33333333333333337,0.1872827423926413,0.0018339446482160719,0.0
12,0.2966124608907258,0.1325230346990786,0.005671077504725898,0.022908366533864542,0.13741911403359178,0.016036683984713605,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.43478260869565216,1.0,0.43478260869565216,1.0,0.33333333333333337,0.1872827423926413,0.0018339446482160719,0.0
13,0.20908493954961566,0.03685551852577926,0.005671077504725898,0.022908366533864542,0.15083954087025728,0.03570667741041202,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.18518518518518517,0.5319640900125855,0.18518518518518517,0.5319640900125855,0.5,0.27921279212792127,0.0018339446482160719,0.008849557522123894
14,0.2966124608907258,0.1325230346990786,0.000945179584120983,0.022908366533864542,0.11077893097472533,0.07109697749242655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.13391090432643457,0.0018339446482160719,0.0
15,0.2966124608907258,0.1325230346990786,0.000945179584120983,0.022908366533864542,0.15102895273737565,0.07109697749242655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.13391090432643457,0.0018339446482160719,0.0
16,0.2557456834949206,0.08606155655753774,0.000945179584120983,0.00099601593625498,0.1330952759570208,0.10945357196003637,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33630618452895056,0.0,0.33630618452895056,0.0,0.1138563559548639,0.0,0.0
17,0.43613117540268065,0.24250147029994118,0.004725897920604915,0.00099601593625498,0.13712856571498028,0.049054422665463365,0.6629213483146067,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.9154482057674009,0.125,0.9154482057674009,0.0,0.34809348093480935,0.00016672224074691563,0.0
18,0.19660859824635946,0.02430895902764164,0.002835538752362949,0.00099601593625498,0.148524333006885,0.06461036609684721,0.44545125045306266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.0,0.36360233167549066,0.00016672224074691563,0.0
19,0.19660859824635946,0.02430895902764164,0.002835538752362949,0.00099601593625498,0.13654911992047666,0.06461036609684721,0.6085538238492207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.0,0.33996470399486606,0.00016672224074691563,0.0
20,0.19660859824635946,0.02430895902764164,0.002835538752362949,0.00099601593625498,0.06602842063384966,0.06461036609684721,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33630618452895056,0.0,0.33630618452895056,0.0,0.2093160062035403,0.00016672224074691563,0.0
21,0.5123797751940978,0.3460105861595766,0.01606805293005671,0.017928286852589643,0.0332274865382463,0.08439476519626145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.23696454355847907,0.0,0.0
22,0.4703928309320561,0.28386590864536365,0.000945179584120983,0.017928286852589643,0.11488285476228968,0.09933111191514915,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.4230769230769231,0.5319640900125855,0.4230769230769231,0.5319640900125855,0.0,0.4110380234237125,0.0,0.0
23,0.2966124608907258,0.1325230346990786,0.01890359168241966,0.017928286852589643,0.07396199930359519,0.041237856915878196,0.6869983948635635,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.15384615384615385,1.0,0.15384615384615385,1.0,0.5,0.41606503021551955,0.0,0.0
