canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-long[],F16-Operation,F16-T,F16-Map<String String>,F16-long,F16-Boolean,F16-Token,F16-Object,F16-NA,F16-void,F16-int,F16-SSLSocket,F16-boolean,F16-Double,F16-RunnableFuture<T>,F16-String,F16-Integer,F16-Long,F16-KsDef,F16-Deflater,F3-NA,F3-EncryptionOptions,F3-UTF8Type.instance,F3-UpdateParameters,F3-SetType,F3-ColumnNameBuilder,F3-byte[],F3-boolean,F3-ColumnFamily,F3-Term,F3-RandomStringGenerator,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-ListType,F3-FilterTestHelper.spec.bucketsPerElement,F3-BitSet,F3-input,F7--,F7-++,F7---,F7-%,F7-+=,F7-NA,F7-*=,F7-*,F7-+,F7-^=,F12-long,F12-int,F12-FixedValueComparator,F12-Map<AbstractType ReversedType>,F12-NA,F12-boolean,F12-CounterColumnType,F12-Map<Map<ByteBuffer CollectionType> ColumnToCollectionType>,F12-TField,F12-Factory,F12-UTF8Type,F12-String,F12-TimeUUIDType,F12-Int32Type,F12-FloatType,F12-List<AbstractType>,F12-LongType,F12-TStruct,F12-EmptyType,F12-AbstractType,F17-static,F17-final,F17-static-final,F17-NA,F2-Process,F2-NA,F2-Map<String String>,F2-DataInput,F2-DataOutput,F2-SSLFactory,F2-ArrayList<AbstractType>,F2-PrintStream,F2-CqlLexer,F2-CliLexer,F2-DirectoriesTest,F2-String,F2-ByteBuffer,F2-System,F2-CqlParser,F2-Boolean,F2-SocketFactory,F2-OrderPreservingPartitioner,F2-ThreadPoolExecutor,F2-File,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-KeyGenerator.RandomStringGenerator,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.concurrent.ConcurrentLinkedQueue<java.lang.Long>,F6-org.apache.cassandra.cql3.operations.ColumnOperation,F6-org.apache.cassandra.cql3.operations.SetOperation,F6-org.apache.cassandra.io.compress.CompressedSequentialWriter,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.cql3.operations.ListOperation,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.QueryPath,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-bytes,F1-size,F1-NA,F1-add,F1-pushFollow,F1-write,F1-println,F1-assertEquals,F1-getFilter,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-toUpperCase,F1-match,F1-createTempFile,F1-LT,F1-seek,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractQueue,F5-java.util.concurrent.FutureTask,F5-AbstractType,F5-AbstractColumnContainer,F5-java.io.FilterOutputStream,F5-java.io.InputStream,F5-java.lang.Number,F5-Factory,F5-AbstractCommutativeType,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.io.OutputStream,F5-AbstractIterator,F9-row_cache_size,F9-bloom_filter_fp_chance,F9-key_cache_size,F9-bytes,F9-text,F9-isToken,F9-keyspaceName,F9-timeSinceWrite,F9-n,F9-dclocal_read_repair_chance,F9-thread,F9-sendLats,F9-NA,F9-r,F9-path,F9-bindIndex,F9-type,F9-w,F9-keySpace,F9-columnFamilyName,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-PrintStream,F4-SSLContext,F4-KsDef,F4-UUID,F4-Socket,F4-File,F4-void,F4-Operation,F4-int,F4-String,F4-BigInteger,F4-byte,F4-SelectStatement,F8-ColumnFamilyMetricNameFactory,F8-CliClient,F8-Term,F8-MessageLatencyCollection,F8-MD5Digest,F8-PBSPredictionResult,F8-NA,F8-Invocation,F8-ThreadPoolMetricNameFactory,F8-CfDef,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-COUNT_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-instances,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-KEYSPACE_FIELD_DESC,F11-START_TOKEN_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-KS_DEF_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-eevans@sym-link.com,F71-xedin@apache.org,F71-junrao@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-johan@apache.org,F71-mor.yuki@gmail.com,F71-pmalik@apache.org,F71-jakers@gmail.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-slebresne@apache.org,F71-goffinet@apache.org,F74,F73,F84,F146,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13,pattern_14,pattern_15,pattern_16,pattern_17,pattern_18,pattern_19,category
cassandra-B-0,10836,org/apache/cassandra,org/apache/cassandra/AbstractSerializationsTester.java,707,true,0,4,379,2,4,53,1,12,0.527027027027027,46,20,0.43478260869565216,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,MALICIOUS_CODE,0.006656804733727811,MS_MUTABLE_COLLECTION_PKGPROTECT,18,2,0,0.004234297812279464,0.0014114326040931546,0.0,0.0,1.0,0.0,0.3870967741935484,0.19220352683216885,1.0,0.0,0.014669926650366748,0.19220352683216885,0.0,0.0,7,3872,693,10733,8,0.0,0,2,6,10,0.012043010752688172,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1049,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7872,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-1,10836,org/apache/cassandra,org/apache/cassandra/AbstractSerializationsTester.java,707,true,5,4,379,2,8,53,1,12,0.9594594594594594,46,20,0.43478260869565216,0.6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,BAD_PRACTICE,0.017011834319526627,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004234297812279464,0.0014114326040931546,7.057163020465773E-4,0.0,0.0,0.0,0.06785714285714285,0.6788593294460643,-0.8333333333333334,0.0,0.023227383863080684,0.6788593294460643,0.0,0.0,9,3975,707,10836,8,0.0,0,2,6,10,0.012043010752688172,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1049,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,7872,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-2,10918,org/apache/cassandra,org/apache/cassandra/EmbeddedServer.java,716,true,0,3,379,4,4,53,1,12,0.38095238095238093,56,18,0.32142857142857145,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,MALICIOUS_CODE,0.005917159763313609,MS_PKGPROTECT,18,2,0,0.004234297812279464,0.0014114326040931546,0.0,0.0,0.0,0.0,0.3870967741935484,0.19220352683216885,-1.0,0.0,0.014669926650366748,0.19220352683216885,0.0,0.0,6,5213,929,12074,8,0.0,0,2,6,10,0.012043010752688172,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,810,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7624,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-3,10918,org/apache/cassandra,org/apache/cassandra/EmbeddedServer.java,716,true,0,3,379,4,0,53,1,12,0.6904761904761905,56,18,0.32142857142857145,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,STYLE,0.009615384615384616,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,20,3,1,0.004234297812279464,0.0014114326040931546,7.057163020465773E-4,0.0,0.5454545454545454,0.010330578512396695,0.12643678160919541,0.42773363918857626,0.09090909090909091,0.0,0.040342298288508556,0.42773363918857626,0.0,0.0,0,763,179,7624,8,0.0,0,2,6,10,0.012043010752688172,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-4,7394,org/apache/cassandra,org/apache/cassandra/SchemaLoader.java,117,true,5,18,379,4,8,53,2,12,0.9954853273137697,348,37,0.10632183908045977,0.8,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.008875739644970414,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.004234297812279464,7.057163020465773E-4,7.057163020465773E-4,0.0,0.2,0.006666666666666668,0.12643678160919541,0.42773363918857626,-0.4,0.0,0.040342298288508556,0.42773363918857626,0.0,0.0,9,1264,289,8125,8,0.03870967741935484,0,2,6,10,0.012043010752688172,0,0,0,0,2,0,4,0.0,6,0,0,0,0,2,0,0,0.0,269,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7079,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-5,7188,org/apache/cassandra,org/apache/cassandra/Util.java,82,true,2,28,379,1,0,53,1,12,0.6006600660066007,230,31,0.13478260869565217,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.04881656804733728,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.004234297812279464,7.057163020465773E-4,7.057163020465773E-4,0.0,0.0,0.0,0.12643678160919541,0.42773363918857626,-1.0,0.0,0.040342298288508556,0.42773363918857626,0.0,0.0,47,5496,1000,12357,8,0.021505376344086023,0,2,6,10,0.012043010752688172,0,0,0,0,0,0,4,0.0,4,0,0,0,0,4,0,0,0.0,373,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,7180,13797,269,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-6,12686,org/apache/cassandra/auth,org/apache/cassandra/auth/AllowAllAuthenticator.java,1078,true,2,10,360,1,4,109,1,17,0.8376623376623377,48,17,0.3541666666666667,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,BAD_PRACTICE,0.009615384615384616,NM_CONFUSING,19,3,0,0.0014114326040931546,7.057163020465773E-4,3.5285815102328866E-4,0.0,0.0,0.0,0.06785714285714285,0.6788593294460643,-1.0,0.0,0.023227383863080684,0.6788593294460643,0.0,0.0,16,5825,1078,12686,736,0.1541095890410959,27,86,650,849,0.08381005066253987,0,0,0,0,10,0,35,0.0,45,0,0,0,0,25,0,0,0.0,58,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,6865,13797,50,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-7,6925,org/apache/cassandra/auth,org/apache/cassandra/auth/DataResource.java,34,true,4,19,360,3,8,109,2,17,4.294354838709677,153,65,0.42483660130718953,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,BAD_PRACTICE,0.009615384615384616,NM_CONFUSING,19,3,0,0.0014114326040931546,7.057163020465773E-4,3.5285815102328866E-4,0.0,0.0,0.0,0.06785714285714285,0.6788593294460643,-1.0,0.0,0.023227383863080684,0.6788593294460643,0.0,0.0,0,64,34,6925,736,0.21584158415841584,27,86,650,849,0.08381005066253987,0,0,0,0,0,0,218,0.0,218,0,0,0,0,218,0,0,0.0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6925,13797,50,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-8,8211,org/apache/cassandra/cache,org/apache/cassandra/cache/AutoSavingCache.java,311,true,104,7,623,4,0,108,23,23,0.4214501510574018,266,22,0.08270676691729323,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,STYLE,0.028846153846153848,REC_CATCH_EXCEPTION,20,3,1,0.004234297812279464,0.002117148906139732,7.057163020465773E-4,0.0,0.34615384615384615,0.009430473372781065,0.12643678160919541,0.42773363918857626,-0.3076923076923077,0.0,0.040342298288508556,0.42773363918857626,-0.3333333333333333,-1.0,43,3514,656,10375,74,0.16666666666666666,0,26,48,100,0.06607950877579606,0,0,0,0,2,0,2,0.0,4,0,0,0,0,0,0,0,0.0,112,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,6919,13797,112,6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-9,8211,org/apache/cassandra/cache,org/apache/cassandra/cache/AutoSavingCache.java,311,true,0,7,623,4,0,108,1,23,0.918429003021148,266,22,0.08270676691729323,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,STYLE,0.008875739644970414,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.004234297812279464,0.002117148906139732,7.057163020465773E-4,0.0,0.2,0.006666666666666668,0.12643678160919541,0.42773363918857626,-0.4,0.0,0.040342298288508556,0.42773363918857626,-0.3333333333333333,-1.0,20,1665,375,8526,74,0.16666666666666666,0,26,48,100,0.06607950877579606,0,0,0,0,2,0,2,0.0,4,0,0,0,0,0,0,0,0.0,112,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6919,13797,112,6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
