warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label
293,derby,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,B,last,null,STYLE,org.apache.derby.iapi.types,org.apache.derby.iapi.types.DataValueFactoryImpl,ZERO_DECIMAL,boot,null,NumberDataType,"NumberDataType,decimalImplementation,ZERO_DECIMAL",111,111,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/types/DataValueFactoryImpl.java#L111,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/types/DataValueFactoryImpl.java,,unknown
353,derby,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,B,last,null,STYLE,org.apache.derby.iapi.types,org.apache.derby.iapi.types.DataValueFactoryImpl,decimalImplementation,boot,null,TypeId,"TypeId,decimalImplementation,decimalImplementation",104,104,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/types/DataValueFactoryImpl.java#L104,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/types/DataValueFactoryImpl.java,,unknown
502,derby,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.derby.impl.drda,org.apache.derby.impl.drda.DDMReader,internalTrace,<init>,null,internalTrace = false;,,188,188,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/drda/org/apache/derby/impl/drda/DDMReader.java#L188,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/impl/drda/DDMReader.java,,close
1850,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.util,org.apache.lucene.util.LuceneTestCase,state,tearDown,null,state = State.TEARDOWN; // set the state for subsequent tests,,603,603,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java#L603,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java,,unknown
1887,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.util,org.apache.lucene.util.LuceneTestCase$4,testsFailed,uncaughtException,null,testsFailed = true;,,547,547,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java#L547,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java,,unknown
1942,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.index,org.apache.lucene.index.TestStressIndexing2,seed,testMultiConfig,null,seed++;,,108,108,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java#L108,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java,,unknown
2088,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.index,org.apache.lucene.index.TestOmitTf$CountingHitCollector,count,<init>,null,count,"count,sum",412,412,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestOmitTf.java#L412,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestOmitTf.java,,unknown
2107,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.index,org.apache.lucene.index.TestOmitTf$CountingHitCollector,count,collect,null,count,count,417,417,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestOmitTf.java#L417,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestOmitTf.java,,unknown
2154,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.solr.handler.admin,org.apache.solr.handler.admin.ShowFileRequestHandler,instance,<init>,null,instance,"instance,this",89,89,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//solr/core/src/java/org/apache/solr/handler/admin/ShowFileRequestHandler.java#L89,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/handler/admin/ShowFileRequestHandler.java,,close
2166,lucene-solr,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,A,last,null,STYLE,org.apache.lucene.index,org.apache.lucene.index.TestStressIndexing2,sameFieldOrder,testMultiConfig,null,sameFieldOrder=random.nextBoolean();,,103,103,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java#L103,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestStressIndexing2.java,,unknown
