"warning id","project","bug_pattern","commit","last_commit_checked","?","bug pattern category","package","class","field","method","type","expr","idents","start_line","end_line","label (automatically determined)","commit url","commit url (of the version compared to, if closed)","code (if open)","label"
"188","derby","RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","B","last","null","BAD_PRACTICE","org.apache.derby.impl.io","org.apache.derby.impl.io.DirFile","null","getExclusiveFileLock","null","delete","delete","169","169","close","https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/io/DirFile.java#L169","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/io/DirFile.java","","unknown"
"76","derby","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.derby.impl.store.access.btree","org.apache.derby.impl.store.access.btree.BTreeController","null","do_load_insert","null","if (num_rows_on_page < this.getConglomerate().maxRowsPerPage)","","1076","1076","close","https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java#L1076","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java","","close"
"222","derby","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.derby.impl.store.access.btree","org.apache.derby.impl.store.access.btree.LeafControlRow","null","splitFor","null","if ((this.page.recordCount() - 1 <","","533","533","close","https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/store/access/btree/LeafControlRow.java#L533","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/btree/LeafControlRow.java","","close"
"230","derby","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.derby.impl.store.access.btree","org.apache.derby.impl.store.access.btree.BTreeController","null","doIns","null","else if (targetleaf.page.recordCount() - 1 <","","917","917","close","https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java#L917","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java","","close"
"551","derby","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.derby.impl.store.access.btree","org.apache.derby.impl.store.access.btree.BranchControlRow","null","splitFor","null","this.page","page,recordCount","604","604","close","https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/store/access/btree/BranchControlRow.java#L604","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/btree/BranchControlRow.java","","close"
"310","derby","RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","C","last","null","BAD_PRACTICE","org.apache.derby.tools","org.apache.derby.tools.PlanExporter$1","null","run","null","delFile","delFile,delete","301","301","close","https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/tools/org/apache/derby/tools/PlanExporter.java#L301","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/tools/PlanExporter.java","","open"
"843","derby","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","C","last","null","STYLE","org.apache.derby.impl.tools.ij","org.apache.derby.impl.tools.ij.ConnectionEnv","null","installConnection","null","DriverManager","DriverManager,value,getDriver","195","195","close","https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/tools/org/apache/derby/impl/tools/ij/ConnectionEnv.java#L195","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ConnectionEnv.java","","open"
"1780","lucene-solr","RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","A","last","null","BAD_PRACTICE","org.apache.lucene.util","org.apache.lucene.util.LuceneTestCase","null","<clinit>","null","TEMP_DIR.mkdirs();","","127","127","close","https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java#L127","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test-framework/java/org/apache/lucene/util/LuceneTestCase.java","","unknown"
"2302","lucene-solr","RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","A","last","null","BAD_PRACTICE","org.apache.lucene.index","org.apache.lucene.index.TestIndexWriterOnJRECrash","null","setUp","null","tempDir","tempDir,delete","46","46","close","https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestIndexWriterOnJRECrash.java#L46","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestIndexWriterOnJRECrash.java","","unknown"
"2407","lucene-solr","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.lucene.analysis.tokenattributes","org.apache.lucene.analysis.tokenattributes.TestCharTermAttributeImpl","null","testExceptions","null","","t,subSequence","271","271","close","https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/analysis/tokenattributes/TestCharTermAttributeImpl.java#L271","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/analysis/tokenattributes/TestCharTermAttributeImpl.java","","unknown"
"2424","lucene-solr","RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","A","last","null","STYLE","org.apache.lucene.index","org.apache.lucene.index.TestPayloads","null","testPayload","null","payload","payload,testData,byteAt,length","77","77","close","https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestPayloads.java#L77","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestPayloads.java","","unknown"
