,F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-String,F3-int,F15-NA,F15-public,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126
0,0.1755958128935069,0.002744559890217604,0.011764705882352941,0.014940239043824702,0.08377356248836998,0.069305187545665,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4444444444444444,0.0907925594957986,0.4444444444444444,0.0907925594957986,0.0,0.3053104444087919,0.022007335778592863,0.0
1,0.1755958128935069,0.002744559890217604,0.011764705882352941,0.014940239043824702,0.15343911646074104,0.069305187545665,0.5955056179775281,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.43478260869565216,1.0,0.43478260869565216,1.0,0.0,0.3108187603615167,0.022007335778592863,0.0
2,0.23264707018424813,0.0588119976475201,0.023529411764705882,0.014940239043824702,0.10112476988680297,0.02726616697616688,0.12665985699693563,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
3,0.23264707018424813,0.0588119976475201,0.023529411764705882,0.014940239043824702,0.03359715581927266,0.02726616697616688,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.06451612903225806,1.0,0.06451612903225806,1.0,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
4,0.23264707018424813,0.0588119976475201,0.023529411764705882,0.014940239043824702,0.1426060185282859,0.02726616697616688,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,1.0,0.2,1.0,0.5,0.08187603615166586,0.022007335778592863,0.008849557522123894
5,0.1755958128935069,0.002744559890217604,0.055882352941176466,0.014940239043824702,0.15926212327285474,0.019719578908656277,0.7977528089887641,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.9154482057674009,0.25,0.9154482057674009,0.0,0.16583774533397508,0.022007335778592863,0.008849557522123894
6,0.17555718644984358,0.01235051950597922,0.07647058823529412,0.014940239043824702,0.10040805325862144,0.02438232332300294,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.015151515151515152,0.9154482057674009,0.015151515151515138,0.9154482057674009,0.0,0.3921600085566073,0.022007335778592863,0.0058997050147492625
7,0.4694657962841361,0.28288570868457164,0.029411764705882353,0.0249003984063745,0.13486352029197166,0.06058474693145773,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15384615384615385,1.0,0.15384615384615385,1.0,0.0,0.40975453232793196,0.0020006668889629873,0.0
8,0.24693885433968094,0.07821995687120173,0.055882352941176466,0.0249003984063745,0.7046625452141552,0.07288839132398235,0.747191011235955,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.15384615384615385,1.0,0.15384615384615385,1.0,0.0,0.10166319054494893,0.0020006668889629873,0.0
9,0.23550542701533472,0.06273279749068811,0.052941176470588235,0.0249003984063745,0.1334304042468556,0.029173342619763804,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.9154482057674009,0.5,0.9154482057674009,0.5,0.056901438579603184,0.0020006668889629873,0.0
10,0.2966124608907258,0.1325230346990786,0.01764705882352941,0.022908366533864542,0.07378654251330981,0.01503046518876023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20512820512820512,0.9154482057674009,0.20512820512820512,0.9154482057674009,0.33333333333333337,0.2861650355633991,0.0018339446482160719,0.0
11,0.2966124608907258,0.1325230346990786,0.01764705882352941,0.022908366533864542,0.14814112415689815,0.01503046518876023,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.9154482057674009,0.25,0.9154482057674009,0.33333333333333337,0.1872827423926413,0.0018339446482160719,0.0
12,0.2966124608907258,0.1325230346990786,0.01764705882352941,0.022908366533864542,0.13687527845332415,0.01503046518876023,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.43478260869565216,1.0,0.43478260869565216,1.0,0.33333333333333337,0.1872827423926413,0.0018339446482160719,0.0
13,0.20908493954961566,0.03685551852577926,0.01764705882352941,0.022908366533864542,0.15030416653198433,0.03472057350774691,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.18518518518518517,0.5319640900125855,0.18518518518518517,0.5319640900125855,0.5,0.27921279212792127,0.0018339446482160719,0.008849557522123894
14,0.2966124608907258,0.1325230346990786,0.0029411764705882353,0.022908366533864542,0.1102182994282498,0.07014706435475984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.13391090432643457,0.0018339446482160719,0.0
15,0.2966124608907258,0.1325230346990786,0.0029411764705882353,0.022908366533864542,0.1504936978185268,0.07014706435475984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.13391090432643457,0.0018339446482160719,0.0
16,0.2557456834949206,0.08606155655753774,0.0029411764705882353,0.00099601593625498,0.13254871430546222,0.10854288297399592,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33630618452895056,0.0,0.33630618452895056,0.0,0.1138563559548639,0.0,0.0
17,0.43613117540268065,0.24250147029994118,0.014705882352941176,0.00099601593625498,0.13658454695129643,0.04808196841003674,0.6629213483146067,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.9154482057674009,0.125,0.9154482057674009,0.0,0.34809348093480935,0.00016672224074691563,0.0
18,0.19660859824635946,0.02430895902764164,0.008823529411764706,0.00099601593625498,0.14798749898821303,0.06365381963230536,0.44545125045306266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.0,0.36360233167549066,0.00016672224074691563,0.0
19,0.19660859824635946,0.02430895902764164,0.008823529411764706,0.00099601593625498,0.13600473583077527,0.06365381963230536,0.6085538238492207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0003162655284494501,0.3,0.0003162655284494501,0.0,0.33996470399486606,0.00016672224074691563,0.0
20,0.19660859824635946,0.02430895902764164,0.008823529411764706,0.00099601593625498,0.06543957501475271,0.06365381963230536,0.4943820224719101,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33630618452895056,0.0,0.33630618452895056,0.0,0.2093160062035403,0.00016672224074691563,0.0
21,0.5123797751940978,0.3460105861595766,0.05,0.017928286852589643,0.03261796075417306,0.08345845061833208,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5641025641025641,0.9154482057674009,0.5641025641025641,0.9154482057674009,0.0,0.23696454355847907,0.0,0.0
22,0.4703928309320561,0.28386590864536365,0.0029411764705882353,0.017928286852589643,0.1143248106366702,0.09841007151722914,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.4230769230769231,0.5319640900125855,0.4230769230769231,0.5319640900125855,0.0,0.4110380234237125,0.0,0.0
