warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label
355,derby,SF_SWITCH_NO_DEFAULT,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SubqueryNode,null,changeToCorrespondingExpressionType,null,subqueryType,subqueryType,2379,2423,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java#L2379,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java,,close
412,derby,SF_SWITCH_NO_DEFAULT,B,last,null,STYLE,org.apache.derby.client.am,org.apache.derby.client.am.Statement,null,flowExecute,null,switch (sqlMode_) {,,2029,2094,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Statement.java#L2029,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Statement.java,,unknown
431,derby,SF_SWITCH_NO_DEFAULT,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SubqueryNode,null,pushNewPredicate,null,subqueryType,subqueryType,1474,1497,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java#L1474,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/SubqueryNode.java,,close
464,derby,SF_SWITCH_NO_DEFAULT,B,last,null,STYLE,org.apache.derby.client.am,org.apache.derby.client.am.PreparedStatement,null,flowExecute,null,switch (sqlMode_) {,,2021,2078,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/PreparedStatement.java#L2021,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/PreparedStatement.java,,unknown
615,derby,SF_SWITCH_NO_DEFAULT,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CastNode,null,getCastFromNumericType,null,destJDBCTypeId,destJDBCTypeId,682,722,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CastNode.java#L682,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CastNode.java,,open
135,derby,SF_SWITCH_NO_DEFAULT,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,commonDatatypeName,null,switch (getToken(start+1).kind),,761,768,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L761,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
383,derby,SF_SWITCH_NO_DEFAULT,A,last,null,STYLE,org.apache.derby.impl.tools.dblook,org.apache.derby.impl.tools.dblook.DB_Alias,null,createProcFuncOrUDTString,null,aliasType,aliasType,171,175,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/tools/org/apache/derby/impl/tools/dblook/DB_Alias.java#L171,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/dblook/DB_Alias.java,,unknown
403,derby,SF_SWITCH_NO_DEFAULT,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,dataTypeCheck,null,switch (getToken(start).kind),,703,708,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L703,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
473,derby,SF_SWITCH_NO_DEFAULT,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,remainingPredicateFollows,null,switch (getToken(2).kind),,942,947,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L942,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
658,derby,SF_SWITCH_NO_DEFAULT,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,jj_rescan_token,null,switch (i) {,,21569,21655,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L21569,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
