"warning id","project","bug_pattern","commit","last_commit_checked","?","bug pattern category","package","class","field","method","type","expr","idents","start_line","end_line","label (automatically determined)","commit url","commit url (of the version compared to, if closed)","code (if open)","label"
"363","derby","SBSC_USE_STRINGBUFFER_CONCATENATION","B","last","null","PERFORMANCE","org.apache.derby.impl.sql.compile","org.apache.derby.impl.sql.compile.FromList","null","reOrder","null","arrayVals","arrayVals,arrayVals,i,joinOrder","995","995","close","https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/FromList.java#L995","https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/FromList.java","","close"
"2561","lucene-solr","SBSC_USE_STRINGBUFFER_CONCATENATION","A","last","null","PERFORMANCE","org.apache.lucene.index","org.apache.lucene.index.TestBackwardsCompatibility","null","asString","null","i","i,l,s","528","528","close","https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/index/TestBackwardsCompatibility.java#L528","https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/index/TestBackwardsCompatibility.java","","unknown"
"9869","ant","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.tools.ant.taskdefs","org.apache.tools.ant.taskdefs.Manifest$Attribute","null","getValue","null","fullValue","fullValue,value","280","280","close","https://github.com/apache/ant/tree/c92f8f160a3197e8f3df74ceb588f581d08404c0//src/main/org/apache/tools/ant/taskdefs/Manifest.java#L280","https://github.com/apache/ant/tree/7a7307bc999be080c99412b1c67d111af1366ef7//src/main/org/apache/tools/ant/taskdefs/Manifest.java","","close"
"1056","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.jasper.compiler","org.apache.jasper.compiler.JDTCompiler$1","null","findType","null","result += new String(compoundTypeName[i]);","","183","183","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/compiler/JDTCompiler.java#L183","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/JDTCompiler.java","","close"
"1241","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.jasper.compiler","org.apache.jasper.compiler.JDTCompiler$2","null","acceptResult","null","className += new String(compoundName[j]);","","424","424","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/compiler/JDTCompiler.java#L424","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/JDTCompiler.java","","close"
"1297","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.catalina.startup","org.apache.catalina.startup.RealmRuleSet","null","addRuleInstances","null","pattern","pattern","97","97","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/startup/RealmRuleSet.java#L97","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/startup/RealmRuleSet.java","","close"
"1341","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.catalina.servlets","org.apache.catalina.servlets.CGIServlet$CGIEnvironment","null","findCGI","null","cginame = cginame + ""/"" + nextElement;","","891","891","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/servlets/CGIServlet.java#L891","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/servlets/CGIServlet.java","","close"
"1508","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.jasper.compiler","org.apache.jasper.compiler.JDTCompiler$1","null","isPackage","null","result += str;","","271","271","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/compiler/JDTCompiler.java#L271","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/JDTCompiler.java","","close"
"1537","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","C","last","null","PERFORMANCE","org.apache.jasper.runtime","org.apache.jasper.runtime.JspRuntimeLibrary","null","escapeQueryString","null","escString","escString,nextChar","559","559","close","https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/runtime/JspRuntimeLibrary.java#L559","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/runtime/JspRuntimeLibrary.java","","close"
"1326","tomcat","SBSC_USE_STRINGBUFFER_CONCATENATION","B","last","null","PERFORMANCE","org.apache.tomcat.util.http.fileupload","org.apache.tomcat.util.http.fileupload.FileUploadBase","null","getParsedHeaders","null","end","end,header,headerPart,nonWs,substring","498","498","close","https://github.com/apache/tomcat/tree/ad9a49cb08bf004af97cad465bba45d21d112325//java/org/apache/tomcat/util/http/fileupload/FileUploadBase.java#L498","https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/tomcat/util/http/fileupload/FileUploadBase.java","","close"
